Field Start Position,Field End Position,Field Length,Data Type,Description,Comments,Valid Values,structural
1791,1796,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1797,1802,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1803,1806,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1807,1810,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1811,1814,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1815,1818,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1819,1956,138,ASIAN,,,,TRUE
1819,1824,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1825,1864,40,LANGUAGE ARTS,,,,TRUE
1825,1830,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1831,1836,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1837,1842,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1843,1848,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1849,1852,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1853,1856,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1857,1860,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1861,1864,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1865,1910,46,MATHEMATICS,,,,TRUE
1865,1870,6,Integer,Number Enrolled Math,,"Blank, 0 or greater",FALSE
1871,1876,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1877,1882,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1883,1888,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1889,1894,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1895,1898,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1899,1902,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1903,1906,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1907,1910,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1911,1956,46,SCIENCE,,,,TRUE
1911,1916,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1917,1922,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1923,1928,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1929,1934,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1935,1940,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1941,1944,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1945,1948,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1949,1952,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1953,1956,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1957,2094,138,PACIFIC ISLANDER,,,,TRUE
1957,1962,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
1963,2002,40,LANGUAGE ARTS,,,,TRUE
1963,1968,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1969,1974,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1975,1980,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1981,1986,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
1987,1990,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1991,1994,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1995,1998,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
1999,2002,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2003,2048,46,MATHEMATICS,,,,TRUE
2003,2008,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2009,2014,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2015,2020,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2021,2026,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2027,2032,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2033,2036,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2037,2040,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2041,2044,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2045,2048,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2049,2094,46,SCIENCE,,,,TRUE
2049,2054,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2055,2060,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2061,2066,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2067,2072,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2073,2078,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2079,2082,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2083,2086,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2087,2090,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2091,2094,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2095,2232,138,HISPANIC,,,,TRUE
2095,2100,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2101,2140,40,LANGUAGE ARTS,,,,TRUE
2101,2106,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2107,2112,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2113,2118,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2119,2124,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2125,2128,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2129,2132,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2133,2136,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2137,2140,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2141,2186,46,MATHEMATICS,,,,TRUE
2141,2146,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2147,2152,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2153,2158,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2159,2164,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2165,2170,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2171,2174,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2175,2178,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2179,2182,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2183,2186,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2187,2232,46,SCIENCE,,,,TRUE
2187,2192,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2193,2198,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2199,2204,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2205,2210,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2211,2216,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2217,2220,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2221,2224,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2225,2228,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2229,2232,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2233,2370,138,AMERICAN INDIAN,,,,TRUE
2233,2238,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2239,2278,40,LANGUAGE ARTS,,,,TRUE
2239,2244,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2245,2250,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2251,2256,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2257,2262,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2263,2266,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2267,2270,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2271,2274,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2275,2278,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2279,2324,46,MATHEMATICS,,,,TRUE
2279,2284,6,Integer,Number Enrolled Math,,"Blank, 0 or greater",FALSE
2285,2290,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2291,2296,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2297,2302,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2303,2308,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2309,2312,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2313,2316,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2317,2320,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2321,2324,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2325,2370,46,SCIENCE,,,,TRUE
2325,2330,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2331,2336,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2337,2342,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2343,2348,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2349,2354,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2355,2358,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2359,2362,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2363,2366,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2367,2370,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2371,2508,138,OTHER,,,,TRUE
2371,2376,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2377,2416,40,LANGUAGE ARTS,,,,TRUE
2377,2382,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2383,2388,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2389,2394,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2395,2400,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2401,2404,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2405,2408,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2409,2412,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2413,2416,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2417,2462,46,MATHEMATICS,,,,TRUE
2417,2422,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2423,2428,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2429,2434,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2435,2440,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2441,2446,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2447,2450,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2451,2454,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2455,2458,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2459,2462,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2463,2508,46,SCIENCE,,,,TRUE
2463,2468,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2469,2474,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2475,2480,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2481,2486,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2487,2492,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2493,2496,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2497,2500,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2501,2504,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2505,2508,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2509,2646,138,ECONOMICALLY DISADVANTAGED,,,,TRUE
2509,2514,6,Integer,Number Enrolled ELA,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2515,2554,40,LANGUAGE ARTS,,,,TRUE
2515,2520,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2521,2526,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2527,2532,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2533,2538,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2539,2542,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2543,2546,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2547,2550,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2551,2554,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2555,2600,46,MATHEMATICS,,,,TRUE
2555,2560,6,Integer,Number Enrolled Math,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2561,2566,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2567,2572,6,Integer,Number of Voids,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2573,2578,6,Integer,Number APA,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2579,2584,6,Integer,Number of Valid Scale Scores,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
2585,2588,4,Decimal,Partially Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2589,2592,4,Decimal,Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2593,2596,4,Decimal,Advanced Proficient Percentage,One implied decimal,0.0 to 100.0 for spreadsheet and 0000 to 1000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2597,2600,4,Decimal,Scale Score Mean,One implied decimal,100.0 to 300.0 for spreadsheet and 1000 to 3000 for text file.  Blank if Number Enrolled = 0 or if Number of Valid Scale Scores = 0.,FALSE
2601,2646,46,SCIENCE,,,,TRUE
2601,2606,6,Integer,Number Enrolled Science,"In NJ ASK, the number of enrolled students is the same for a population across all content areas ",0 or greater for spreadsheet and 000000 or greater for text file ,FALSE
2607,2612,6,Integer,Number Not Present,,0 or greater for spreadsheet and 000000 or greater for text file. Blank if Number Enrolled = 0,FALSE
